created_at,com
2017-08-01,-0.31460000000000005
2017-08-02,1.9484
2017-08-03,4.9586
2017-08-04,7.181699999999999
2017-08-05,2.4708
2017-08-06,1.6038000000000001
2017-08-07,4.2189
2017-08-08,-1.8576999999999997
2017-08-09,-1.9954999999999998
2017-08-10,1.8338999999999999
2017-08-11,3.1749
2017-08-12,0.12629999999999997
2017-08-13,0.4215
2017-08-14,0.6877000000000001
2017-08-15,0.6593999999999999
2017-08-16,4.320900000000001
2017-08-17,0.4794999999999999
2017-08-18,2.4578999999999995
2017-08-19,3.9743999999999997
2017-08-20,-0.9211
2017-08-21,0.5904
2017-08-22,3.0054
2017-08-23,3.1289
2017-08-24,0.5853000000000004
2017-08-25,5.133799999999999
2017-08-26,4.5824
2017-08-27,4.531399999999999
2017-08-28,-1.1692
2017-08-29,1.4007
2017-08-30,-0.6907000000000001
2017-08-31,3.5218000000000003
2017-09-01,2.9432
2017-09-02,2.0151
2017-09-03,4.8649000000000004
2017-09-04,0.6114
2017-09-05,0.16660000000000003
2017-09-06,1.3633000000000002
2017-09-07,4.7552
2017-09-08,3.5093
2017-09-09,0.5741
2017-09-10,4.8804
2017-09-11,0.7717
2017-09-12,3.6257
2017-09-13,0.48639999999999994
2017-09-14,0.5963999999999998
2017-09-15,-1.8152
2017-09-16,2.5161
